(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		Line01.001 (426 verts)	-1	False	False	False	2	[Material__67 (UnityEngine.Material)] [Material.014 (UnityEngine.Material)] 	
		Line07.001 (72 verts)	-1	False	False	False	1	[wire_088199225 (UnityEngine.Material)] 	
		Loft140.001 (200 verts)	-1	False	False	False	1	[金属_拉毛_B.002 (UnityEngine.Material)] 	
		white handel.001 (3380 verts)	-1	False	False	False	1	[金属_拉毛_B.002 (UnityEngine.Material)] 	
		glass.002 (432 verts)	-1	False	False	False	1	[dti3.002 (UnityEngine.Material)] 	
		Cube (3) (24 verts)	-1	False	False	False	1	[Material_018 (UnityEngine.Material)] 	
		Box04.001 (80 verts)	-1	False	False	False	1	[wire_154154229 (UnityEngine.Material)] 	
		Line02.001 (200 verts)	-1	False	False	False	1	[wire_228214153 (UnityEngine.Material)] 	
		Line3496.001 (1141 verts)	-1	False	False	False	1	[金属_拉毛_B.002 (UnityEngine.Material)] 	
	Standard (401321 verts): 
		roof (633 verts)	63	True	False	True	2	[int_liner (UnityEngine.Material)] [roof_panel (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		side flash.001 (426 verts)	1	True	False	True	1	[Glass_3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x3 times]
		Arch_44__060_119.001 (108 verts)	9	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		head light lamp.001 (1072 verts)	1	True	False	True	2	[TEILE1 (UnityEngine.Material)] [LICHTER1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 56x45 times]
		Arch_44__061_45 (146 verts)	5	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_3.001 (3120 verts)	0	True	False	True	1	[Arch_44__060_3.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_57 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_118.001 (108 verts)	8	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_73.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_30 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_109 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_3 (3120 verts)	12	True	False	True	1	[Arch_44__060_3.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_137.001 (108 verts)	9	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_28 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_4.001 (138 verts)	5	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		hd tv (62 verts)	63	True	False	True	2	[Material.163 (UnityEngine.Material)] [general-night-golden-gate-bridge-hd-wallpapers-golden-gate-bridge-wallpaper (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_30.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		white back light (14 verts)	1	True	False	True	1	[LICHTER3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 7x28 times]
		Arch_44__060_71.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		front light frmae.001 (2652 verts)	11	True	False	True	1	[HL_bezel_main (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x3 times]
		Arch_44__060_187 (3096 verts)	18	True	False	True	1	[Arch_44__060_3.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		head light body (3042 verts)	98	True	False	True	3	[LICHTER1 (UnityEngine.Material)] [TEILE2 (UnityEngine.Material)] [TEILE1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 58x47 times]
		Arch_44__060_101.001 (108 verts)	8	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_130 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		front led (1293 verts)	14	True	False	True	2	[HL_bezel_frame (UnityEngine.Material)] [HL_aluminised (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x3 times]
		Arch_44__061_188 (154 verts)	8	True	False	True	1	[Material #6.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_17 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		back defender.001 (4607 verts)	102	True	False	True	3	[grille_rearlight (UnityEngine.Material)] [palladium (UnityEngine.Material)] [filler (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 190x187 times]
		Arch_44__060_142.001 (108 verts)	9	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_75.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_171.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_82 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_15 (146 verts)	0	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_13.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		engine.001 (2335 verts)	16	True	False	True	4	[REIFEN1 (UnityEngine.Material)] [TEILE2 (UnityEngine.Material)] [MOTOR1 (UnityEngine.Material)] [LICHTER1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 11x22 times]
		Arch_44__060_91.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		first floor walls.060 (94 verts)	240	True	False	True	1	[No Name (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_31 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_143 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		ChamferCyl04 (1134 verts)	28	True	False	True	1	[01___Default.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 116x67 times]
		Arch_44__060_127 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_28 (146 verts)	8	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_96.001 (108 verts)	8	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_81 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_136.001 (108 verts)	9	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		first floor walls.015 (10 verts)	113	True	False	True	1	[first floor walls015 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_77 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		wiber (971 verts)	29	True	False	True	1	[plastic_ext_ao (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x2 times]
		Arch_44__060_125.001 (108 verts)	8	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_161 (108 verts)	1	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_56.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_98.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		ChamferCyl05 (710 verts)	5	True	False	True	1	[plasticc.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 13x13 times]
		Arch_44__060_104.001 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		back light (508 verts)	20	True	False	True	1	[glass_clear_rear (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x3 times]
		Arch_44__060_33.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_14 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_50 (138 verts)	9	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_70.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_18 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_107 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_144.001 (108 verts)	1	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_84.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_93.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		back side.001 (186 verts)	13	True	False	True	1	[palladium (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		Arch_44__060_95.001 (108 verts)	9	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		back defender (4607 verts)	132	True	False	True	3	[grille_rearlight (UnityEngine.Material)] [palladium (UnityEngine.Material)] [filler (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 190x187 times]
		Arch_44__060_21.001 (138 verts)	5	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_88 (146 verts)	10	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_168 (108 verts)	1	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_169 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		side wind sheald.001 (771 verts)	13	True	True	True	2	[glass_clear (UnityEngine.Material)] [glass_black (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		ChamferCyl04.003 (1134 verts)	5	True	False	True	1	[01___Default.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 116x67 times]
		Arch_44__060_124 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		burrom.001 (2371 verts)	95	True	False	True	1	[filler (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 98x56 times]
		Arch_44__060_16.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_146 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_163 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_15 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_158.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_42 (146 verts)	8	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_126 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_4 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_29.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_72.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_91 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_45 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_80.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_69.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_22 (146 verts)	1	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_66 (146 verts)	0	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		ChamferCyl01 (2959 verts)	12	True	False	True	1	[dark_plastic.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 128x40 times]
		Arch_44__061_39 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		car show (211 verts)	145	True	True	True	2	[first floor walls.046 (UnityEngine.Material)] [Material.198 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Arch_44__060_66 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_53 (146 verts)	5	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_103.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		filter (6 verts)	10	True	False	True	1	[filler (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Arch_44__060_32 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		wiber.001 (971 verts)	40	True	False	True	1	[plastic_ext_ao (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x2 times]
		Arch_44__060_108 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_46.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_49.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_99 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_37 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		inner wheel.001 (26200 verts)	32	True	False	True	1	[FELGE1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		Arch_44__061_35 (146 verts)	8	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_5 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_165.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		button (317 verts)	5	True	False	True	1	[green_plastic.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 32x8 times]
		Arch_44__060_173 (108 verts)	1	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		 exhaust.001 (402 verts)	20	True	False	True	1	[exhaust (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x4 times]
		Arch_44__060_44 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_117 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_77.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		door tri.001 (24 verts)	0	True	False	True	1	[plastic_ext_ao (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		Arch_44__060_148 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_170 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		cliber.001 (9187 verts)	12	True	False	True	5	[tech_metal_susp (UnityEngine.Material)] [chrome (UnityEngine.Material)] [plastic_BLACK_no (UnityEngine.Material)] [brake_calliper_o (UnityEngine.Material)] [HL_bezel_main (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x3 times]
		Arch_44__060_120 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_9 (146 verts)	1	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_11 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		mirror.002 (45 verts)	0	True	False	True	1	[int_mirror (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Arch_44__060_26.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_51 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		side flash (426 verts)	1	True	False	True	1	[Glass_3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x3 times]
		wheel.001 (13527 verts)	96	True	False	True	3	[WheelMaterial_St (UnityEngine.Material)] [wheel_3_ao (UnityEngine.Material)] [tech_metal_susp (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 42x38 times]
		Arch_44__060_164 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_93 (138 verts)	1	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		front wind sheald.001 (947 verts)	69	True	False	True	1	[glass_black (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Arch_44__060_43 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_177 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_102 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_21 (146 verts)	1	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		first floor walls.010 (46 verts)	241	True	False	True	1	[cinema poster_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_56 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		middle back light.001 (288 verts)	5	True	False	True	2	[plastic_ext_ao (UnityEngine.Material)] [rearlight_red (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x4 times]
		back logo.001 (252 verts)	5	True	False	True	1	[chrome (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x4 times]
		front door.001 (12464 verts)	94	True	False	True	1	[Bodt_Paint (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x4 times]
